kind,pattern,support,negative_support,positive_support,positive_rate,fpr,fnr,false_positives,false_negatives
word,ремень,187,152,35,0.18716577540106952,0.013157894736842105,0.7428571428571429,2,26
word,cr,178,167,11,0.06179775280898876,0.011976047904191617,0.7272727272727273,2,8
word,купе,162,155,7,0.043209876543209874,0.012903225806451613,0.8571428571428571,2,6
word,лак,159,136,23,0.14465408805031446,0.014705882352941176,0.7391304347826086,2,17
word,подвеска,151,124,27,0.17880794701986755,0.016129032258064516,0.8888888888888888,2,24
word,ball,144,111,33,0.22916666666666666,0.018018018018018018,0.45454545454545453,2,15
word,ernie ball,143,110,33,0.23076923076923078,0.01818181818181818,0.45454545454545453,2,15
word,ernie,143,110,33,0.23076923076923078,0.01818181818181818,0.45454545454545453,2,15
word,блесна,139,130,9,0.06474820143884892,0.015384615384615385,0.8888888888888888,2,8
word,смеситель,134,102,32,0.23880597014925373,0.0196078431372549,0.78125,2,25
word,мм цвет,124,117,7,0.056451612903225805,0.017094017094017096,0.2857142857142857,2,2
word,чехол на,121,120,1,0.008264462809917356,0.016666666666666666,1.0,2,1
word,d addario,118,95,23,0.19491525423728814,0.021052631578947368,0.782608695652174,2,18
word,addario,118,95,23,0.19491525423728814,0.021052631578947368,0.782608695652174,2,18
word,38,117,78,39,0.3333333333333333,0.02564102564102564,0.5897435897435898,2,23
word,1 мм,116,104,12,0.10344827586206896,0.019230769230769232,0.3333333333333333,2,4
word,для кухни,115,80,35,0.30434782608695654,0.025,0.34285714285714286,2,12
word,растворимый,111,73,38,0.34234234234234234,0.0273972602739726,0.8157894736842105,2,31
word,для ноутбука,110,93,17,0.15454545454545454,0.021505376344086023,1.0,2,17
word,2 с,109,108,1,0.009174311926605505,0.018518518518518517,0.0,2,0
word,для электрогитары,107,81,26,0.24299065420560748,0.024691358024691357,0.6153846153846154,2,16
word,core,104,97,7,0.0673076923076923,0.020618556701030927,0.5714285714285714,2,4
word,30 шт,102,83,19,0.18627450980392157,0.024096385542168676,0.5789473684210527,2,11
word,1 56,856,850,6,0.007009345794392523,0.001176470588235294,0.5,1,3
word,серьги,678,612,66,0.09734513274336283,0.0016339869281045752,0.9848484848484849,1,65
word,диван,668,582,86,0.12874251497005987,0.001718213058419244,0.9767441860465116,1,84
word,hmc,557,552,5,0.008976660682226212,0.0018115942028985507,0.4,1,2
word,линзы,550,529,21,0.038181818181818185,0.001890359168241966,1.0,1,21
word,диванов,370,313,57,0.15405405405405406,0.003194888178913738,1.0,1,57
word,угловой диван,352,325,27,0.07670454545454546,0.003076923076923077,1.0,1,27
word,1 56 hmc,308,303,5,0.016233766233766232,0.0033003300330033004,0.4,1,2
word,56 hmc,308,303,5,0.016233766233766232,0.0033003300330033004,0.4,1,2
word,серебро,303,274,29,0.09570957095709572,0.0036496350364963502,0.7241379310344828,1,21
word,glance,267,265,2,0.00749063670411985,0.0037735849056603774,0.0,1,0
word,линзами glance,262,260,2,0.007633587786259542,0.0038461538461538464,0.0,1,0
word,руль,239,196,43,0.1799163179916318,0.00510204081632653,0.9069767441860465,1,39
word,магните,234,233,1,0.004273504273504274,0.004291845493562232,0.0,1,0
word,на магните,234,233,1,0.004273504273504274,0.004291845493562232,0.0,1,0
word,фотохромные,224,224,0,0.0,0.004464285714285714,,1,0
word,фотохромные очки,220,220,0,0.0,0.004545454545454545,,1,0
word,с линзами glance,209,207,2,0.009569377990430622,0.004830917874396135,0.0,1,0
word,кресло,194,130,64,0.32989690721649484,0.007692307692307693,0.921875,1,59
word,8 6,178,172,6,0.033707865168539325,0.005813953488372093,1.0,1,6
word,new,176,156,20,0.11363636363636363,0.00641025641025641,0.7,1,14
word,39,171,157,14,0.08187134502923976,0.006369426751592357,0.5714285714285714,1,8
word,кухонный,169,151,18,0.10650887573964497,0.006622516556291391,0.6111111111111112,1,11
word,колодки,166,132,34,0.20481927710843373,0.007575757575757576,0.7058823529411765,1,24
word,тумба,165,138,27,0.16363636363636364,0.007246376811594203,0.8888888888888888,1,24
word,day,163,153,10,0.06134969325153374,0.006535947712418301,1.0,1,10
word,костюм,156,123,33,0.21153846153846154,0.008130081300813009,0.9696969696969697,1,32
word,лдсп,154,148,6,0.03896103896103896,0.006756756756756757,0.6666666666666666,1,4
word,block,152,150,2,0.013157894736842105,0.006666666666666667,1.0,1,2
word,диск,152,131,21,0.13815789473684212,0.007633587786259542,0.9523809523809523,1,20
word,25 рц,151,149,2,0.013245033112582781,0.006711409395973154,0.0,1,0
word,blue block,151,150,1,0.006622516556291391,0.006666666666666667,1.0,1,1
word,75 рц,150,149,1,0.006666666666666667,0.006711409395973154,1.0,1,1
word,iphone,146,139,7,0.04794520547945205,0.007194244604316547,1.0,1,7
word,тормозные,140,112,28,0.2,0.008928571428571428,0.6785714285714286,1,19
word,62 64,131,129,2,0.015267175572519083,0.007751937984496124,0.0,1,0
word,рц 62 64,129,127,2,0.015503875968992248,0.007874015748031496,0.0,1,0
word,рц 62,129,127,2,0.015503875968992248,0.007874015748031496,0.0,1,0
word,ecoplus 1,128,127,1,0.0078125,0.007874015748031496,1.0,1,1
word,ecoplus,128,127,1,0.0078125,0.007874015748031496,1.0,1,1
word,линзами ecoplus 1,128,127,1,0.0078125,0.007874015748031496,1.0,1,1
word,линзами ecoplus,128,127,1,0.0078125,0.007874015748031496,1.0,1,1
word,с линзами ecoplus,128,127,1,0.0078125,0.007874015748031496,1.0,1,1
word,max,127,119,8,0.06299212598425197,0.008403361344537815,0.375,1,3
word,brown,125,123,2,0.016,0.008130081300813009,0.5,1,1
word,180,119,81,38,0.31932773109243695,0.012345679012345678,0.5789473684210527,1,22
word,3 с,119,115,4,0.03361344537815126,0.008695652173913044,0.75,1,3
word,line,116,99,17,0.14655172413793102,0.010101010101010102,0.7058823529411765,1,12
word,16 мм,113,111,2,0.017699115044247787,0.009009009009009009,0.0,1,0
word,fast,110,109,1,0.00909090909090909,0.009174311926605505,0.0,1,0
word,системный,106,105,1,0.009433962264150943,0.009523809523809525,1.0,1,1
word,цвет 3,105,104,1,0.009523809523809525,0.009615384615384616,1.0,1,1
word,кромкой,104,102,2,0.019230769230769232,0.00980392156862745,0.5,1,1
word,массива,104,102,2,0.019230769230769232,0.00980392156862745,0.5,1,1
word,щит,103,99,4,0.038834951456310676,0.010101010101010102,0.25,1,1
word,из массива,103,101,2,0.019417475728155338,0.009900990099009901,0.5,1,1
word,ecoplus 1 56,101,100,1,0.009900990099009901,0.01,1.0,1,1
word,наполнение,100,95,5,0.05,0.010526315789473684,1.0,1,5
word,кроссовки,956,869,87,0.09100418410041841,0.0,0.9885057471264368,0,86
word,585,946,868,78,0.0824524312896406,0.0,1.0,0,78
word,с футляром,765,758,7,0.009150326797385621,0.0,0.42857142857142855,0,3
word,футляром,765,758,7,0.009150326797385621,0.0,0.42857142857142855,0,3
word,очки с,597,589,8,0.01340033500837521,0.0,0.625,0,5
word,очки с футляром,576,571,5,0.008680555555555556,0.0,0.4,0,2
word,sokolov,488,436,52,0.10655737704918032,0.0,1.0,0,52
word,925,480,428,52,0.10833333333333334,0.0,1.0,0,52
word,футболка,464,439,25,0.05387931034482758,0.0,1.0,0,25
word,romeo,456,454,2,0.0043859649122807015,0.0,0.5,0,1
word,линзами romeo,454,452,2,0.004405286343612335,0.0,0.5,0,1
word,с линзами romeo,451,449,2,0.004434589800443459,0.0,0.5,0,1
word,линзами romeo 1,451,449,2,0.004434589800443459,0.0,0.5,0,1
word,romeo 1,451,449,2,0.004434589800443459,0.0,0.5,0,1
word,лига,385,327,58,0.15064935064935064,0.0,0.9827586206896551,0,57
word,змейка,380,370,10,0.02631578947368421,0.0,0.2,0,2
word,romeo 1 56,377,375,2,0.005305039787798408,0.0,0.5,0,1
word,с футляром змейка,374,370,4,0.0106951871657754,0.0,0.5,0,2
word,футляром змейка,374,370,4,0.0106951871657754,0.0,0.5,0,2
word,лига диванов,368,312,56,0.15217391304347827,0.0,1.0,0,56
word,00,367,346,21,0.05722070844686648,0.0,0.8095238095238095,0,17
word,ботинки,340,301,39,0.11470588235294117,0.0,1.0,0,39
word,браслет,321,275,46,0.14330218068535824,0.0,0.8260869565217391,0,38
word,цвет 1,308,305,3,0.00974025974025974,0.0,0.6666666666666666,0,2
word,ssd,302,295,7,0.023178807947019868,0.0,1.0,0,7
word,цвет 1 с,280,277,3,0.010714285714285714,0.0,0.6666666666666666,0,2
word,acuvue,269,257,12,0.04460966542750929,0.0,1.0,0,12
word,золота,260,227,33,0.12692307692307692,0.0,0.9696969696969697,0,32
word,emi,254,251,3,0.011811023622047244,0.0,0.0,0,0
word,1 с линзами,250,247,3,0.012,0.0,0.6666666666666666,0,2
word,оплетка,238,199,39,0.1638655462184874,0.0,1.0,0,39
word,бюстгальтер,229,176,53,0.2314410480349345,0.0,1.0,0,53
word,на руль,228,190,38,0.16666666666666666,0.0,1.0,0,38
word,с футляром на,225,224,1,0.0044444444444444444,0.0,0.0,0,0
word,футляром на магните,225,224,1,0.0044444444444444444,0.0,0.0,0,0
word,футляром на,225,224,1,0.0044444444444444444,0.0,0.0,0,0
word,00 рц,220,216,4,0.01818181818181818,0.0,0.75,0,3
word,контактные,211,203,8,0.037914691943127965,0.0,1.0,0,8
word,nikita,210,210,0,0.0,0.0,,0,0
word,с линзами nikita,209,209,0,0.0,0.0,,0,0
word,линзами nikita 1,209,209,0,0.0,0.0,,0,0
word,nikita 1 56,209,209,0,0.0,0.0,,0,0
word,линзами nikita,209,209,0,0.0,0.0,,0,0
word,nikita 1,209,209,0,0.0,0.0,,0,0
word,туфли,200,191,9,0.045,0.0,1.0,0,9
word,контактные линзы,192,184,8,0.041666666666666664,0.0,1.0,0,8
word,nike,186,158,28,0.15053763440860216,0.0,0.9642857142857143,0,27
word,hmc emi,184,181,3,0.016304347826086956,0.0,0.0,0,0
word,кольцо из,180,157,23,0.12777777777777777,0.0,1.0,0,23
word,10 pro,178,176,2,0.011235955056179775,0.0,1.0,0,2
word,проба,175,145,30,0.17142857142857143,0.0,1.0,0,30
word,56 hmc emi,174,171,3,0.017241379310344827,0.0,0.0,0,0
word,astigmatism,170,164,6,0.03529411764705882,0.0,1.0,0,6
word,серебра,169,143,26,0.15384615384615385,0.0,1.0,0,26
word,50 рц,166,166,0,0.0,0.0,,0,0
word,dacchi,165,165,0,0.0,0.0,,0,0
word,трусы,163,135,28,0.17177914110429449,0.0,0.9642857142857143,0,27
word,sokolov кольцо,162,147,15,0.09259259259259259,0.0,1.0,0,15
word,tendance,162,151,11,0.06790123456790123,0.0,1.0,0,11
word,готовые,161,155,6,0.037267080745341616,0.0,0.8333333333333334,0,5
word,oasys,160,152,8,0.05,0.0,1.0,0,8
word,for,158,146,12,0.0759493670886076,0.0,0.9166666666666666,0,11
word,gray,157,156,1,0.006369426751592357,0.0,0.0,0,0
word,велюр,156,134,22,0.14102564102564102,0.0,0.9545454545454546,0,21
word,бас,153,128,25,0.16339869281045752,0.0,0.64,0,16
word,шкаф купе,153,149,4,0.026143790849673203,0.0,1.0,0,4
word,компьютерные,152,151,1,0.006578947368421052,0.0,1.0,0,1
word,66,151,144,7,0.046357615894039736,0.0,0.42857142857142855,0,3
word,1 56 blue,150,149,1,0.006666666666666667,0.0,1.0,0,1
word,56 blue,150,149,1,0.006666666666666667,0.0,1.0,0,1
word,56 blue block,150,149,1,0.006666666666666667,0.0,1.0,0,1
word,юкомс,150,150,0,0.0,0.0,,0,0
word,дуб,149,128,21,0.14093959731543623,0.0,0.8571428571428571,0,18
word,1 day,147,138,9,0.061224489795918366,0.0,1.0,0,9
word,компьютерные очки,146,145,1,0.00684931506849315,0.0,1.0,0,1
word,серебро 925,146,137,9,0.06164383561643835,0.0,1.0,0,9
word,готовые очки,144,138,6,0.041666666666666664,0.0,0.8333333333333334,0,5
word,nikitana,142,141,1,0.007042253521126761,0.0,0.0,0,0
word,пробы,142,131,11,0.07746478873239436,0.0,1.0,0,11
word,из серебра,141,122,19,0.1347517730496454,0.0,1.0,0,19
word,диванов угловой,140,129,11,0.07857142857142857,0.0,1.0,0,11
word,лига диванов угловой,139,129,10,0.07194244604316546,0.0,1.0,0,10
word,диванов угловой диван,137,127,10,0.072992700729927,0.0,1.0,0,10
word,cr 39,137,137,0,0.0,0.0,,0,0
word,кеды,136,113,23,0.16911764705882354,0.0,0.782608695652174,0,18
word,гб,132,115,17,0.12878787878787878,0.0,0.9411764705882353,0,16
word,брюки,132,121,11,0.08333333333333333,0.0,1.0,0,11
word,adidas,129,106,23,0.17829457364341086,0.0,1.0,0,23
word,for astigmatism,129,123,6,0.046511627906976744,0.0,1.0,0,6
word,rtx,126,125,1,0.007936507936507936,0.0,1.0,0,1
word,8 5,126,116,10,0.07936507936507936,0.0,0.4,0,4
word,куртка,123,114,9,0.07317073170731707,0.0,0.8888888888888888,0,8
word,ванной,123,98,25,0.2032520325203252,0.0,0.52,0,13
word,фотохромные очки с,120,120,0,0.0,0.0,,0,0
word,diamant,120,97,23,0.19166666666666668,0.0,1.0,0,23
word,прямой,120,84,36,0.3,0.0,0.9444444444444444,0,34
word,смартфон,119,84,35,0.29411764705882354,0.0,0.9428571428571428,0,33
word,оплетка на,119,91,28,0.23529411764705882,0.0,1.0,0,28
word,для ванной,118,97,21,0.17796610169491525,0.0,0.5714285714285714,0,12
word,balance,117,104,13,0.1111111111111111,0.0,1.0,0,13
word,джинсы,117,104,13,0.1111111111111111,0.0,1.0,0,13
word,colophony gray,115,115,0,0.0,0.0,,0,0
word,1 56 colophony,115,115,0,0.0,0.0,,0,0
word,56 colophony,115,115,0,0.0,0.0,,0,0
word,colophony gray hmc,115,115,0,0.0,0.0,,0,0
word,gray hmc,115,115,0,0.0,0.0,,0,0
word,56 colophony gray,115,115,0,0.0,0.0,,0,0
word,colophony,115,115,0,0.0,0.0,,0,0
word,toric,114,112,2,0.017543859649122806,0.0,1.0,0,2
word,new balance,113,101,12,0.10619469026548672,0.0,1.0,0,12
word,цвет 2,111,110,1,0.009009009009009009,0.0,0.0,0,0
word,с футляром мод,111,110,1,0.009009009009009009,0.0,1.0,0,1
word,футляром мод,111,110,1,0.009009009009009009,0.0,1.0,0,1
word,столешница,111,107,4,0.036036036036036036,0.0,0.75,0,3
word,обручальное,110,88,22,0.2,0.0,1.0,0,22
word,dacchi мод,109,109,0,0.0,0.0,,0,0
word,очки dacchi,107,107,0,0.0,0.0,,0,0
word,бас гитары,107,94,13,0.12149532710280374,0.0,0.6923076923076923,0,9
word,тюль,107,105,2,0.018691588785046728,0.0,0.5,0,1
word,nikitana мод,107,106,1,0.009345794392523364,0.0,0.0,0,0
word,раковина,106,88,18,0.16981132075471697,0.0,0.8888888888888888,0,16
word,photocolor,105,105,0,0.0,0.0,,0,0
word,56 fast,105,105,0,0.0,0.0,,0,0
word,fast photocolor,105,105,0,0.0,0.0,,0,0
word,56 fast photocolor,105,105,0,0.0,0.0,,0,0
word,1 56 fast,105,105,0,0.0,0.0,,0,0
word,системный блок,103,102,1,0.009708737864077669,0.0,1.0,0,1
word,рц 60,102,101,1,0.00980392156862745,0.0,0.0,0,0
word,60 62,102,101,1,0.00980392156862745,0.0,0.0,0,0
word,рц 60 62,102,101,1,0.00980392156862745,0.0,0.0,0,0
word,цвет 2 с,101,100,1,0.009900990099009901,0.0,0.0,0,0
word,обложка,100,81,19,0.19,0.0,0.7368421052631579,0,14
